sno,deptName,courseName,semId,sectionId,subjectName,facultyName
352,ECE,Btech,semester7,section2,"Biomedical Signal Processing","Dr. William Allen"
353,ECE,Btech,semester7,section2,"Wireless Communication (Lab)","Dr. Sophia Lee"
354,ECE,Btech,semester7,section2,"Network Security (Lab)","Prof. Elizabeth Scott"
355,ECE,Btech,semester8,section1,"Project Work",optional
356,ECE,Btech,semester8,section2,"Project Work",optional
357,ECE,Mtech,semester1,section1,"Digital Signal Processing","Dr. Emily Anderson"
358,ECE,Mtech,semester1,section1,"Random Processes and Estimation Theory","Dr. Sophia Lee"
359,ECE,Mtech,semester1,section1,"Advanced Communication Systems","Dr. William Allen"
360,ECE,Mtech,semester1,section1,"Statistical Signal Processing","Dr. Daniel Brown"
361,ECE,Mtech,semester1,section1,"Signal Processing Lab","Dr. Benjamin Reed"
362,ECE,Mtech,semester1,section2,"Digital Signal Processing","Dr. Samuel Hall"
363,ECE,Mtech,semester1,section2,"Random Processes and Estimation Theory","Dr. William Allen"
364,ECE,Mtech,semester1,section2,"Advanced Communication Systems","Dr. Emily Anderson"
365,ECE,Mtech,semester1,section2,"Statistical Signal Processing","Prof. Jennifer Roberts"
366,ECE,Mtech,semester1,section2,"Signal Processing Lab","Prof. Catherine Young"
367,ECE,Mtech,semester2,section1,"Digital Image Processing","Dr. Emily Anderson"
368,ECE,Mtech,semester2,section1,"Pattern Recognition","Dr. Sophia Lee"
369,ECE,Mtech,semester2,section1,"SPeech Processing","Dr. William Allen"
370,ECE,Mtech,semester2,section1,"Information Theory and Coding","Dr. Daniel Brown"
371,ECE,Mtech,semester2,section1,"Digital Image Processing Lab","Dr. Benjamin Reed"
372,ECE,Mtech,semester2,section2,"Digital Image Processing","Dr. Samuel Hall"
373,ECE,Mtech,semester2,section2,"Pattern Recognition","Dr. William Allen"
374,ECE,Mtech,semester2,section2,"SPeech Processing","Dr. Emily Anderson"
375,ECE,Mtech,semester2,section2,"Information Theory and Coding","Prof. Jennifer Roberts"
376,ECE,Mtech,semester2,section2,"Digital Image Processing Lab","Prof. Catherine Young"
377,ECE,Mtech,semester3,section1,"AdaPtive Signal Processing","Prof. Michael Carter"
378,ECE,Mtech,semester3,section1,"Wireless Communication Systems","Prof. Jennifer Roberts"
379,ECE,Mtech,semester3,section1,"Array Signal Processing","Dr. Samuel Hall"
380,ECE,Mtech,semester3,section2,"AdaPtive Signal Processing","Dr. Emily Anderson"
381,ECE,Mtech,semester3,section2,"Wireless Communication Systems","Dr. William Allen"
382,ECE,Mtech,semester3,section2,"Array Signal Processing","Dr. Sophia Lee"
383,ECE,Mtech,semester4,section1,"Dissertation (Thesis)",optional
384,ECE,Mtech,semester4,section2,"Dissertation (Thesis)",optional
385,EEE,Btech,semester1,section1,"Engineering Mathematics-I",prof.Praneeth
386,EEE,Btech,semester1,section1,Physics,prof.padma
387,EEE,Btech,semester1,section1,"Introduction to Electrical Engg.","Prof. Rachel Carter"
388,EEE,Btech,semester1,section1,"ComPuter Programming","Prof. Thomas Wilson"
389,EEE,Btech,semester1,section1,"Engineering GraPhics (Lab)",Dr.Harika
390,EEE,Btech,semester1,section1,"Basic Electrical Engineering (Lab)","Prof. Lauren Turner"
391,EEE,Btech,semester1,section1,"ComPuter Programming (Lab)","Prof. Thomas Wilson"
392,EEE,Btech,semester1,section2,"Engineering Mathematics-I",Dr.Praneeth
393,EEE,Btech,semester1,section2,Physics,Prof.Sravika
394,EEE,Btech,semester1,section2,"Introduction to Electrical Engg.","Dr. Rachel Carter"
395,EEE,Btech,semester1,section2,"ComPuter Programming","Prof. Thomas Wilson"
396,EEE,Btech,semester1,section2,"Engineering GraPhics (Lab)",Dr.Harika
397,EEE,Btech,semester1,section2,"Basic Electrical Engineering (Lab)","Prof. Lauren Turner"
398,EEE,Btech,semester1,section2,"ComPuter Programming (Lab)","Dr. Thomas Wilson"
399,EEE,Btech,semester2,section1,"Engineering Mathematics-II",prof.shrikhar
400,EEE,Btech,semester2,section1,"Circuit Theory","Prof. William Davis"
401,EEE,Btech,semester2,section1,"Electronic Devices and Circuits","Dr. Jessica Lee"
402,EEE,Btech,semester2,section1,"Electromagnetic Theory","Dr. Sarah Roberts"
403,EEE,Btech,semester2,section1,"Network Analysis","Prof. Benjamin Reed"
404,EEE,Btech,semester2,section1,"Electronic Devices and Circuits (Lab)","Dr. Jessica Lee"
405,EEE,Btech,semester2,section1,"Network Analysis (Lab)","Dr. Benjamin Reed"
406,EEE,Btech,semester2,section2,"Engineering Mathematics-II","Prof. Rachel Carter"
407,EEE,Btech,semester2,section2,"Circuit Theory","Dr. William Davis"
408,EEE,Btech,semester2,section2,"Electronic Devices and Circuits","Prof. Elizabeth White"
409,EEE,Btech,semester2,section2,"Electromagnetic Theory","Prof. Sarah Roberts"
410,EEE,Btech,semester2,section2,"Network Analysis","Dr. Benjamin Reed"
411,EEE,Btech,semester2,section2,"Electronic Devices and Circuits (Lab)","Prof. Elizabeth White"
412,EEE,Btech,semester2,section2,"Network Analysis (Lab)","Dr. Benjamin Reed"
413,EEE,Btech,semester3,section1,"Signals and Systems","Dr. Daniel Brown"
414,EEE,Btech,semester3,section1,"Digital Electronics",Dr.lisa
415,EEE,Btech,semester3,section1,"Electrical Measurements and Instrumentation","Prof. Katherine Brown"
416,EEE,Btech,semester3,section1,"Electromagnetic Waves and Transmission Lines","Dr. Michael Hill"
417,EEE,Btech,semester3,section1,"Digital Signal Processing","Prof. Michael Carter"
418,EEE,Btech,semester3,section1,"Digital Electronics (Lab)",Dr.lisa
419,EEE,Btech,semester3,section1,"Electrical Measurements and Instrumentation (Lab)","Prof. Katherine Brown"
420,EEE,Btech,semester3,section2,"Signals and Systems","Dr. Daniel Brown"
421,EEE,Btech,semester3,section2,"Digital Electronics",Prof.lisa
422,EEE,Btech,semester3,section2,"Electrical Measurements and Instrumentation","Dr. Katherine Brown"
423,EEE,Btech,semester3,section2,"Electromagnetic Waves and Transmission Lines","Prof. Michael Hill"
424,EEE,Btech,semester3,section2,"Digital Signal Processing","Dr. Michael Carter"
425,EEE,Btech,semester3,section2,"Digital Electronics (Lab)",Prof.lisa
426,EEE,Btech,semester3,section2,"Electrical Measurements and Instrumentation (Lab)","Prof. Katherine Brown"
427,EEE,Btech,semester4,section1,"MicroProcessors and Microcontrollers",Dr.David
428,EEE,Btech,semester4,section1,"Control Systems","Dr. Samuel Hall"
429,EEE,Btech,semester4,section1,"Power Electronics","Dr. Michael Hill"
430,EEE,Btech,semester4,section1,"Electrical Machines",Dr.Rose
431,EEE,Btech,semester4,section1,"Power System Analysis","Dr. Jason Young"
432,EEE,Btech,semester4,section1,"MicroProcessors and Microcontrollers (Lab)",Dr.Mohan
433,EEE,Btech,semester4,section1,"Control Systems (Lab)","Dr. Samuel Hall"
434,EEE,Btech,semester4,section2,"MicroProcessors and Microcontrollers",Prof.Christofer
435,EEE,Btech,semester4,section2,"Control Systems","prof. Samuel Hall"
436,EEE,Btech,semester4,section2,"Power Electronics","prof. Michael Hill"
437,EEE,Btech,semester4,section2,"Electrical Machines",prof.Rose
438,EEE,Btech,semester4,section2,"Power System Analysis","prof. Jason Young"
439,EEE,Btech,semester4,section2,"MicroProcessors and Microcontrollers (Lab)",prof.Mohan
440,EEE,Btech,semester4,section2,"Control Systems (Lab)","prof. Samuel Hall"
441,EEE,Btech,semester5,section1,"Power System Protection","Dr. Jason Young"
442,EEE,Btech,semester5,section1,"High Voltage Engineering","Dr. Benjamin Clark"
443,EEE,Btech,semester5,section1,"Power System OPeration and Control","Dr. Christopher Reed"
444,EEE,Btech,semester5,section1,"Utilization of Electrical Energy","Prof. Elizabeth White"
445,EEE,Btech,semester5,section1,"Power System Protection (Lab)",prof.James
446,EEE,Btech,semester5,section1,"High Voltage Engineering (Lab)","prof.Micheal Clark"
447,EEE,Btech,semester5,section2,"Power System Protection","Dr. Samuel Hall"
448,EEE,Btech,semester5,section2,"High Voltage Engineering",Dr.Smith
449,EEE,Btech,semester5,section2,"Power System OPeration and Control","Dr.David Smith"
450,EEE,Btech,semester5,section2,"Utilization of Electrical Energy","Prof. Rachel Carter"
451,EEE,Btech,semester5,section2,"Power System Protection (Lab)",Prof.Dhoni
452,EEE,Btech,semester5,section2,"High Voltage Engineering (Lab)",Prof.Messi
453,EEE,Btech,semester6,section1,"Electrical Machine Design",Dr.Puri
454,EEE,Btech,semester6,section1,"Renewable Energy Sources",Dr.Praveen
455,EEE,Btech,semester6,section1,"Electrical Distribution Systems","Dr.Jason Young"
456,EEE,Btech,semester6,section1,"Electrical Measurements and Control","Dr.Racheal Charter"
457,EEE,Btech,semester6,section1,"Digital Control Systems",Prof.Bheem
458,EEE,Btech,semester6,section1,"Electrical Machine Design (Lab)",Dr.Ram
459,EEE,Btech,semester6,section1,"Digital Control Systems (Lab)","Dr.Jason Young"
460,EEE,Btech,semester6,section2,"Electrical Machine Design","Dr.Christopher Reed "
461,EEE,Btech,semester6,section2,"Renewable Energy Sources",Prof.james
462,EEE,Btech,semester6,section2,"Electrical Distribution Systems","Prof.Rachel Carter"
463,EEE,Btech,semester6,section2,"Electrical Measurements and Control",Prof.Dhoni
464,EEE,Btech,semester6,section2,"Digital Control Systems","prof.Micheal Clark"
465,EEE,Btech,semester6,section2,"Electrical Machine Design (Lab)",Dr.Benjamin
466,EEE,Btech,semester6,section2,"Digital Control Systems (Lab)",Dr.Mark
467,EEE,Btech,semester7,section1,"Power Electronics and Drives",Prof.Ranger
468,EEE,Btech,semester7,section1,"Instrumentation and Control Systems",Prof.Mark
469,EEE,Btech,semester7,section1,"Energy Management","Dr.Smith Lang"
470,EEE,Btech,semester7,section1,"Embedded Systems",Prof.Rolex
471,EEE,Btech,semester7,section1,"Control System Design",Dr.Rolex
472,EEE,Btech,semester7,section1,"Power Electronics and Drives (Lab)",Dr.Jaack
473,EEE,Btech,semester7,section1,"Instrumentation and Control Systems (Lab)",Dr.Robust
474,EEE,Btech,semester7,section2,"Power Electronics and Drives",Dr.Daniel
475,EEE,Btech,semester7,section2,"Instrumentation and Control Systems",Prof.Daniel
476,EEE,Btech,semester7,section2,"Energy Management",Prof.Titan
477,EEE,Btech,semester7,section2,"Embedded Systems",Dr.Titan
478,EEE,Btech,semester7,section2,"Control System Design",Dr.Boron
479,EEE,Btech,semester7,section2,"Power Electronics and Drives (Lab)",Prof.Rogger
480,EEE,Btech,semester7,section2,"Instrumentation and Control Systems (Lab)",Dr.Kohli
481,EEE,Btech,semester8,section1,"Project Work",optional
482,EEE,Btech,semester8,section2,"Project Work",optional
483,EEE,Mtech,semester1,section1,"Advanced Power Systems Analysis","Prof. Jennifer Smith"
484,EEE,Mtech,semester1,section1,"Power System Stability and Control","Dr. Robert Williams"
485,EEE,Mtech,semester1,section1,"Advanced Power Electronics","Prof. Amy Martin"
486,EEE,Mtech,semester1,section1,"Power Quality and FACTS","Dr. Andrew Thompson"
487,EEE,Mtech,semester1,section1,"Power Systems Lab","Prof. Jennifer Smith"
488,EEE,Mtech,semester1,section2,"Advanced Power Systems Analysis","Prof. Kevin Davis"
489,EEE,Mtech,semester1,section2,"Power System Stability and Control","Dr. Jessica Lee"
490,EEE,Mtech,semester1,section2,"Advanced Power Electronics","Prof. Christopher Wilson"
491,EEE,Mtech,semester1,section2,"Power Quality and FACTS","Dr. Megan Clark"
492,EEE,Mtech,semester1,section2,"Power Systems Lab","Prof. Kevin Davis"
493,EEE,Mtech,semester2,section1,"Renewable Energy Systems","Prof. Jonathan Thomas"
494,EEE,Mtech,semester2,section1,"High Voltage Engineering","Dr. Michelle Turner"
495,EEE,Mtech,semester2,section1,"Power System Protection","Prof. Ryan White"
496,EEE,Mtech,semester2,section1,"Power System OPeration and Control","Dr. Stephanie Anderson"
497,EEE,Mtech,semester2,section1,"Renewable Energy Systems Lab","Prof. Jonathan Thomas"
498,EEE,Mtech,semester2,section2,"Renewable Energy Systems","Prof. Jennifer Smith"
499,EEE,Mtech,semester2,section2,"High Voltage Engineering","Dr. Robert Williams"
500,EEE,Mtech,semester2,section2,"Power System Protection","Prof. Amy Martin"
501,EEE,Mtech,semester2,section2,"Power System OPeration and Control","Dr. Andrew Thompson"
502,EEE,Mtech,semester2,section2,"Renewable Energy Systems Lab","Prof. Jennifer Smith"
503,EEE,Mtech,semester3,section1,"Power System OPtimization and Planning","Prof. Kevin Davis"
504,EEE,Mtech,semester3,section1,"Power Electronics and Drives","Prof. Christopher Wilson"
505,EEE,Mtech,semester3,section1,"Power Electronics and Drives Lab","Prof. Christopher Wilson"
506,EEE,Mtech,semester3,section2,"Power System OPtimization and Planning","Prof. Jonathan Thomas"
507,EEE,Mtech,semester3,section2,"Power Electronics and Drives","Prof. Ryan White"
508,EEE,Mtech,semester3,section2,"Power Electronics and Drives Lab","Prof. Ryan White"
509,EEE,Mtech,semester4,section1,"Dissertation (Thesis)",optional
510,EEE,Mtech,semester4,section2,"Dissertation (Thesis)",optional
